id	source	selection_tags	selection_rationale	native_reference_healthy	nvrtc-o3_classification	nvrtc-o3_elapsed_ms	nvrtc-o3_exact_shape	nvrtc-o3_cluster	nvrtc-o3_producer	nvrtc-o3_diagnostic	nvrtc-o3_log	nvvm-o0_classification	nvvm-o0_elapsed_ms	nvvm-o0_exact_shape	nvvm-o0_cluster	nvvm-o0_producer	nvvm-o0_diagnostic	nvvm-o0_log	nvvm-o3_classification	nvvm-o3_elapsed_ms	nvvm-o3_exact_shape	nvvm-o3_cluster	nvvm-o3_producer	nvvm-o3_diagnostic	nvvm-o3_log
ir/loop-unroll-3.slang#discovery-1	ir/loop-unroll-3.slang	control-flow	Loop-unroll interaction with aggregate values.	true	correct	5661					build/nvvm-discovery/slice180/logs/nvrtc-o3/8306178045697864f9ad632305e94de43cd55e51.log	correct	5709					build/nvvm-discovery/slice180/logs/nvvm-o0/e79c5f95db130220bfcacc7a7d42baf13605f735.log	correct	5530					build/nvvm-discovery/slice180/logs/nvvm-o3/a3b17d339179debb8a9f33df30fe6c1a35dabfea.log
ir/loop-unroll-induction.slang#discovery-1	ir/loop-unroll-induction.slang	control-flow	Induction-variable unrolling.	true	correct	5515					build/nvvm-discovery/slice180/logs/nvrtc-o3/d2832ef4e43ef3fc326649f0912b34afc9df6f9c.log	correct	5583					build/nvvm-discovery/slice180/logs/nvvm-o0/5741a19a82dc6771afff0ca407b3d4be1bfda58e.log	correct	5392					build/nvvm-discovery/slice180/logs/nvvm-o3/48918079381f4f7d1c199fe3c120620182b33474.log
ir/loop-unroll-non-induction.slang#discovery-1	ir/loop-unroll-non-induction.slang	control-flow	Non-induction loop-unroll analysis.	true	correct	5724					build/nvvm-discovery/slice180/logs/nvrtc-o3/0ea0381b6b151246ec1cfd25c1350c8538375ab3.log	correct	5790					build/nvvm-discovery/slice180/logs/nvvm-o0/f7efd9900cb3b791d13b7a1cb150d49a290bbd09.log	correct	5555					build/nvvm-discovery/slice180/logs/nvvm-o3/53e8a2a1ced35b6fe333aca4db557dadc188c66f.log
ir/ssa-reg-alloc.slang#discovery-1	ir/ssa-reg-alloc.slang	control-flow	SSA register allocation over loops and joins.	true	correct	5821					build/nvvm-discovery/slice180/logs/nvrtc-o3/6cd02c830fc511c66b29d24a2f8ab40ac502cb43.log	correct	5749					build/nvvm-discovery/slice180/logs/nvvm-o0/ae1f8f6dc8efb6b4a58d1845150f7b8cd37fd7ae.log	correct	5560					build/nvvm-discovery/slice180/logs/nvvm-o3/b3b5c80982d3f7d9dbc699f1ca7856c2408b200b.log
language-feature/anyvalue-matrix-layout.slang#discovery-1	language-feature/anyvalue-matrix-layout.slang	matrix-layout,aggregate-pointer	AnyValue matrix layout preservation.	true	correct	5559					build/nvvm-discovery/slice180/logs/nvrtc-o3/70c42956dba986ec0aa0dca99624c139946dd2fd.log	correct	5553					build/nvvm-discovery/slice180/logs/nvvm-o0/7061b77ac0d35e872196c4ddbf794a18734d70ef.log	correct	5606					build/nvvm-discovery/slice180/logs/nvvm-o3/6041e1d8019bcbc96ff1808db99a753ca276dae7.log
language-feature/dynamic-dispatch/anyvalue-bulk-copy.slang#discovery-1	language-feature/dynamic-dispatch/anyvalue-bulk-copy.slang	helper-generic,aggregate-pointer,matrix-layout,large	Large AnyValue aggregate copy workload.	true	correct	5986					build/nvvm-discovery/slice180/logs/nvrtc-o3/b8226bf7b7683a6788bff47cd235d4b94a0bf7bb.log	correct	6033					build/nvvm-discovery/slice180/logs/nvvm-o0/62dbbf353ee22110168b0aeab2dad7cf4db78d79.log	correct	5795					build/nvvm-discovery/slice180/logs/nvvm-o3/862d0008d75d6fc1505deb13f13c0a8b857a5b97.log
language-feature/dynamic-dispatch/array-of-interfaces-interproc.slang#discovery-1	language-feature/dynamic-dispatch/array-of-interfaces-interproc.slang	helper-generic,aggregate-pointer,large	Interprocedural arrays of interface values.	true	correct	5908					build/nvvm-discovery/slice180/logs/nvrtc-o3/ecba423d0e29891c8a7bfc5e6b54a25ef7c3cb9c.log	correct	5918					build/nvvm-discovery/slice180/logs/nvvm-o0/526ce9aea45c6307c18bd10c67e1257c389fec33.log	correct	5817					build/nvvm-discovery/slice180/logs/nvvm-o3/bc88dee912e44db7129503371fdb3d672c3c2ec6.log
language-feature/dynamic-dispatch/constantbuffer-struct-interface-array.slang#discovery-1	language-feature/dynamic-dispatch/constantbuffer-struct-interface-array.slang	parameter-layout,helper-generic,aggregate-pointer	Array of interface-bearing constant-buffer fields.	true	correct	6476					build/nvvm-discovery/slice180/logs/nvrtc-o3/693340ac4804666ab8fa92068b551f7ee7669b5f.log	correct	5877					build/nvvm-discovery/slice180/logs/nvvm-o0/6da8b4a048a2da4c3abdfc6451e8e0b86905c931.log	correct	6218					build/nvvm-discovery/slice180/logs/nvvm-o3/e18776ea66d91f42e4f175ea75f3ed1a3f7bd367.log
language-feature/dynamic-dispatch/constantbuffer-struct-interface-field.slang#discovery-1	language-feature/dynamic-dispatch/constantbuffer-struct-interface-field.slang	parameter-layout,helper-generic	Interface values nested in a constant buffer.	true	correct	6474					build/nvvm-discovery/slice180/logs/nvrtc-o3/8e0298b24fa30b9090f5f4972be490b49451f0c4.log	correct	6257					build/nvvm-discovery/slice180/logs/nvvm-o0/713bbc6139c39780754533ebaea00b0acc9bb675.log	correct	6261					build/nvvm-discovery/slice180/logs/nvvm-o3/dc71b2f0f9606b195370b1fe22ee248f6031b3bb.log
language-feature/dynamic-dispatch/derived-interface.slang#discovery-1	language-feature/dynamic-dispatch/derived-interface.slang	helper-generic,matrix-layout,control-flow	Derived-interface dispatch with aggregate values.	true	correct	6249					build/nvvm-discovery/slice180/logs/nvrtc-o3/200d08b641d32d876d80b6abf213c38809c18950.log	correct	5953					build/nvvm-discovery/slice180/logs/nvvm-o0/49f4c60ee383888511b6bb4149f2bce627d7afda.log	correct	6008					build/nvvm-discovery/slice180/logs/nvvm-o3/49d4ecf8e011a13a17aea61a17539d826e472fde.log
language-feature/dynamic-dispatch/dispatch-many-conformances.slang#discovery-1	language-feature/dynamic-dispatch/dispatch-many-conformances.slang	helper-generic,control-flow	Dispatch over many conformances.	true	correct	5977					build/nvvm-discovery/slice180/logs/nvrtc-o3/fc329cca3bb533e513d88a7d5eecee0dc618c0b8.log	correct	5892					build/nvvm-discovery/slice180/logs/nvvm-o0/e5c72a318c88a13848d57204d19c59096c4f0223.log	correct	5798					build/nvvm-discovery/slice180/logs/nvvm-o3/7531719d5eae1414bd87cdcfab5beb9500482401.log
language-feature/dynamic-dispatch/dynamic-func-dynamic-output-2.slang#discovery-1	language-feature/dynamic-dispatch/dynamic-func-dynamic-output-2.slang	helper-generic,aggregate-pointer	Dynamic function with aggregate output transport.	true	correct	5989					build/nvvm-discovery/slice180/logs/nvrtc-o3/06b30dc74c63168daf7f81a3d83a8dda14a7531c.log	correct	5873					build/nvvm-discovery/slice180/logs/nvvm-o0/ed68a42bbd7f549dc550bb95032a7a31a08be718.log	correct	5801					build/nvvm-discovery/slice180/logs/nvvm-o3/91d5c73bd782fedff95b26f5cbb1f129707517d1.log
language-feature/dynamic-dispatch/generic-method.slang#discovery-1	language-feature/dynamic-dispatch/generic-method.slang	helper-generic	Generic method through dynamic dispatch.	true	correct	5969					build/nvvm-discovery/slice180/logs/nvrtc-o3/f6503473a016e81641b76491a80c5903628cf7dd.log	correct	5848					build/nvvm-discovery/slice180/logs/nvvm-o0/d25efcce4fb894dd14c3423c442cd63f0c90dd0e.log	correct	6042					build/nvvm-discovery/slice180/logs/nvvm-o3/4466fe93fc86def4b49d7ae43c94af65442a084d.log
language-feature/dynamic-dispatch/many-impls.slang#discovery-1	language-feature/dynamic-dispatch/many-impls.slang	helper-generic,aggregate-pointer,control-flow	Many implementations selected through dynamic dispatch.	true	correct	5712					build/nvvm-discovery/slice180/logs/nvrtc-o3/88af10fef8a57a087b8604ec5bd801c763f2df96.log	correct	5548					build/nvvm-discovery/slice180/logs/nvvm-o0/849f20aea5849d1a26aa40eb598e329f24d4dd1a.log	correct	5511					build/nvvm-discovery/slice180/logs/nvvm-o3/baff452c3fb51ebb6c5b93b864ae9f11d55cf9cc.log
language-feature/dynamic-dispatch/missing-anyvaluesize-mixed-self-ref.slang#discovery-1	language-feature/dynamic-dispatch/missing-anyvaluesize-mixed-self-ref.slang	helper-generic,aggregate-pointer,large	Self-referential mixed AnyValue representation.	true	correct	6038					build/nvvm-discovery/slice180/logs/nvrtc-o3/8db0a0d64383369e99218c09abd5f8c847277f6d.log	correct	5848					build/nvvm-discovery/slice180/logs/nvvm-o0/3d995e9c33cc92afc11d416b8e1711d810b2b013.log	correct	5786					build/nvvm-discovery/slice180/logs/nvvm-o3/41ad8f314f8ba215521b453d52e09d20b432c8be.log
language-feature/dynamic-dispatch/nested-interface-types.slang#discovery-1	language-feature/dynamic-dispatch/nested-interface-types.slang	helper-generic,aggregate-pointer	Nested interface type transport.	true	correct	6135					build/nvvm-discovery/slice180/logs/nvrtc-o3/89f9e76681822df594eaefff9acc551c439e80bf.log	correct	5813					build/nvvm-discovery/slice180/logs/nvvm-o0/aa97fd417e80dcd81d16f923b8894bd6ff6fccdd.log	correct	5967					build/nvvm-discovery/slice180/logs/nvvm-o3/aa9cce66bf85ca17d8f3f769aa0065d596a55c08.log
language-feature/dynamic-dispatch/parameterblock-struct-interface-field.slang#discovery-1	language-feature/dynamic-dispatch/parameterblock-struct-interface-field.slang	parameter-layout,helper-generic	Interface field nested in a parameter block.	true	correct	5656					build/nvvm-discovery/slice180/logs/nvrtc-o3/7194ebb280bf960bbb339b512d24357f644d718b.log	correct	5377					build/nvvm-discovery/slice180/logs/nvvm-o0/d1537d75ae8a037d0f732ea7bcb3282172427535.log	correct	5372					build/nvvm-discovery/slice180/logs/nvvm-o3/a7cd41f2de4e17397e5cd2945b2d8bf0f458dd77.log
language-feature/dynamic-dispatch/ptr-to-interface-double-indirect.slang#discovery-1	language-feature/dynamic-dispatch/ptr-to-interface-double-indirect.slang	helper-generic,aggregate-pointer	Double-indirect pointer to interface storage.	true	correct	5771					build/nvvm-discovery/slice180/logs/nvrtc-o3/c090ea4239e6c3f4cfec65f125c3bbf248273c26.log	correct	5514					build/nvvm-discovery/slice180/logs/nvvm-o0/8988154e2dbaf73906710f1d48eb0b8bfbf38665.log	correct	5578					build/nvvm-discovery/slice180/logs/nvvm-o3/62be2f55a503f681342b2356b1cde9bb60d4d9ca.log
language-feature/dynamic-dispatch/with-data.slang#discovery-1	language-feature/dynamic-dispatch/with-data.slang	helper-generic,aggregate-pointer	Interface payload data and helper calls.	true	correct	5642					build/nvvm-discovery/slice180/logs/nvrtc-o3/5769fb2d082dc6dae20d40d38d0d0a5f5f566d2c.log	correct	5341					build/nvvm-discovery/slice180/logs/nvvm-o0/cb7de4c71576922d97cd450dfaa88b6bcf7dc03b.log	correct	5311					build/nvvm-discovery/slice180/logs/nvvm-o3/44fdc28445951a2370103ab8a21515370fbdb28e.log
language-feature/generics/generic-arithmetic-coerce.slang#discovery-1	language-feature/generics/generic-arithmetic-coerce.slang	helper-generic,matrix-layout,large	Large generic arithmetic and matrix coercion graph.	true	correct	5637					build/nvvm-discovery/slice180/logs/nvrtc-o3/38e3c2c00a9566211b1cc932bbae3fc4c9a4797f.log	correct	5492					build/nvvm-discovery/slice180/logs/nvvm-o0/3e62e942e4ad87beb1eec42cc29c118d98d5291d.log	correct	5369					build/nvvm-discovery/slice180/logs/nvvm-o3/978764122ed44164e320653159e1e75792adea32.log
language-feature/generics/generic-interface-linkage.slang#discovery-1	language-feature/generics/generic-interface-linkage.slang	helper-generic,large	Generic interface linkage across helpers.	true	correct	5714					build/nvvm-discovery/slice180/logs/nvrtc-o3/f86a245633da547ef7787c1b0d3f96e60f912e5b.log	correct	5649					build/nvvm-discovery/slice180/logs/nvvm-o0/30ce865487a91abe4eb19dbd686971687de08da2.log	correct	5500					build/nvvm-discovery/slice180/logs/nvvm-o3/1c83823aec1b7fc99fd36e86510d64b9000d3f62.log
language-feature/generics/generic-shader-object-cbuffer.slang#discovery-1	language-feature/generics/generic-shader-object-cbuffer.slang	parameter-layout,helper-generic	Generic shader-object constant-buffer transport.	true	correct	5766					build/nvvm-discovery/slice180/logs/nvrtc-o3/72ff74e3037246ba2fa59fc5840de749b35a1158.log	correct	5670					build/nvvm-discovery/slice180/logs/nvvm-o0/90d7e51fb47f0a302727eb8551ac60a884053f06.log	correct	5705					build/nvvm-discovery/slice180/logs/nvvm-o3/5a212157a7dff727ddcf4c71bb225560283b1c2a.log
language-feature/generics/generic-shader-object-cbuffer2.slang#discovery-1	language-feature/generics/generic-shader-object-cbuffer2.slang	parameter-layout,helper-generic	Second generic constant-buffer specialization shape.	true	correct	6289					build/nvvm-discovery/slice180/logs/nvrtc-o3/f1f0cfe2e9e8f1cdfb1627c091b63fe3f65f8517.log	correct	5677					build/nvvm-discovery/slice180/logs/nvvm-o0/3a9a9dafde9e523541a35ab913eaa982ab4feed2.log	correct	5745					build/nvvm-discovery/slice180/logs/nvvm-o3/f85d9121cdc3b80527d13807cb70ff2f211446a7.log
language-feature/generics/parameter-block-unify.slang#discovery-1	language-feature/generics/parameter-block-unify.slang	parameter-layout,helper-generic	Generic unification across parameter-block values.	true	correct	6016					build/nvvm-discovery/slice180/logs/nvrtc-o3/26c8fd40f5c2882f93d50886cb6f6902995bb383.log	correct	6563					build/nvvm-discovery/slice180/logs/nvvm-o0/57f8f771e3f77772b792b1d1a8c95d9f6dc67156.log	correct	5865					build/nvvm-discovery/slice180/logs/nvvm-o3/b21d122e41cfdffd01101987068e52e12961bda8.log
language-feature/generics/variadic-pack-query-pack-conformance.slang#discovery-1	language-feature/generics/variadic-pack-query-pack-conformance.slang	helper-generic,large	Variadic conformance and pack-query call graph.	true	correct	5792					build/nvvm-discovery/slice180/logs/nvrtc-o3/59202e425d0ae5b076919e83319c13665488dcc7.log	correct	5808					build/nvvm-discovery/slice180/logs/nvvm-o0/255c69801b83f26993bde165bcc7577c8d23fd3d.log	correct	5664					build/nvvm-discovery/slice180/logs/nvvm-o3/ed9d6772915cadd7e17275b80c89889c30741131.log
language-feature/pointer/coherent-load-store-groupshared.slang#discovery-1	language-feature/pointer/coherent-load-store-groupshared.slang	aggregate-pointer,shared-barrier	Coherent operations over groupshared pointers.	false	infrastructure	5580	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvrtc-o3/c20187a757678720bf14bb4cc1ff1c4b6c6d1d91.log	infrastructure	5537	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o0/f114ce026511157483fc10ad5ffef6b5227e6f98.log	infrastructure	5562	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o3/a93b28a4e6c04a4f70302a8ef5fa39d75c5b8934.log
language-feature/pointer/coherent-load-store-physical-storage-buffer.slang#discovery-1	language-feature/pointer/coherent-load-store-physical-storage-buffer.slang	aggregate-pointer,mixed-resources	Coherent load/store through device buffer pointers.	false	infrastructure	5356	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvrtc-o3/31f55e846a2ebce3ec521fa419f561fb579b20cc.log	infrastructure	5337	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o0/302dc96156e8a42a09d2a1ba5388fc9b7a10f925.log	infrastructure	5215	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o3/b5a42f14134e9bb7742c20c0462418c6dc0af48e.log
language-feature/pointer/data-layouts.slang#discovery-1	language-feature/pointer/data-layouts.slang	parameter-layout,aggregate-pointer	Pointer data-layout differences at the entry ABI.	false	infrastructure	5553	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvrtc-o3/68382fd12bc551f8a0b21bb97a37d3c8f8083b8d.log	infrastructure	5737	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o0/0dd8ff6eab7822786d434dd86d94eea963d6d4c2.log	infrastructure	5651	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o3/62018b6996b6b5a785d9a2f7746efd6efd9156a0.log
language-feature/pointer/groupshared-ptr-of-device.slang#discovery-1	language-feature/pointer/groupshared-ptr-of-device.slang	aggregate-pointer,shared-barrier,mixed-resources	Device pointers stored in groupshared memory.	true	correct	5883					build/nvvm-discovery/slice180/logs/nvrtc-o3/33467274369aecb1d82824e1973ed1164992df72.log	correct	6038					build/nvvm-discovery/slice180/logs/nvvm-o0/6b54a5b958d7697beaeb276de92d173e7f2f2677.log	correct	5853					build/nvvm-discovery/slice180/logs/nvvm-o3/2153331b40d16f91aa02c12d36c9b0bfc90bb444.log
language-feature/pointer/ptr-to-groupshared.slang#discovery-1	language-feature/pointer/ptr-to-groupshared.slang	aggregate-pointer,shared-barrier	Pointer transport into groupshared storage.	true	correct	5858					build/nvvm-discovery/slice180/logs/nvrtc-o3/39a76847d4aa9582fc01d67609e369d29d79b3c3.log	correct	5894					build/nvvm-discovery/slice180/logs/nvvm-o0/cad6253b59d79c938be5d74ee2e8bfa3d594c67b.log	correct	5883					build/nvvm-discovery/slice180/logs/nvvm-o3/3323b0d3f7c5b6827c441ca4fd43595d8f47367c.log
language-feature/pointer/redundant-coherent-load.slang#discovery-1	language-feature/pointer/redundant-coherent-load.slang	aggregate-pointer,shared-barrier	Coherent pointer load and alias simplification.	false	infrastructure	5399	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvrtc-o3/70c6295e40f574c1a81897fdfdc8003dbfd48e0f.log	infrastructure	5211	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o0/c863f9889003d42206dd1a9e78a5f41be2ccdc34.log	infrastructure	5381	target capability requirement	infrastructure-cuda-capability	entry-point target-requirement checking -> E36107	E36107: target capability requirements make the entry point unavailable to CUDA	build/nvvm-discovery/slice180/logs/nvvm-o3/121588b06e338d99b74e132c7790f4f2cad18127.log
language-feature/tuple/tuple-concat.slang#discovery-1	language-feature/tuple/tuple-concat.slang	aggregate-pointer	Tuple concatenation and storage.	true	correct	5723					build/nvvm-discovery/slice180/logs/nvrtc-o3/c09d99a45aed6063809e97109ffe6482acebfdfa.log	correct	5525					build/nvvm-discovery/slice180/logs/nvvm-o0/df647b70285fd6f77f642d05f39ed7069f67837d.log	correct	5345					build/nvvm-discovery/slice180/logs/nvvm-o3/8a192d38625dcd94c09ef0d8f1442b90f228702a.log
language-feature/tuple/tuple-expand-call.slang#discovery-1	language-feature/tuple/tuple-expand-call.slang	aggregate-pointer,helper-generic	Tuple expansion across a call boundary.	true	correct	5569					build/nvvm-discovery/slice180/logs/nvrtc-o3/a545f66c528770ece850c46f59cd88af070cbf40.log	correct	5374					build/nvvm-discovery/slice180/logs/nvvm-o0/c7cd9ab3e26342f0839175b893aebec2f0398a24.log	correct	5303					build/nvvm-discovery/slice180/logs/nvvm-o3/30c6659f634756eab1f877b7b35843db59ae4502.log
language-feature/tuple/tuple-parameter.slang#discovery-1	language-feature/tuple/tuple-parameter.slang	parameter-layout,aggregate-pointer	Tuple entry-parameter layout.	true	correct	5688					build/nvvm-discovery/slice180/logs/nvrtc-o3/c46736b25e4624a4f89150efcc014894c76004a6.log	correct	5669					build/nvvm-discovery/slice180/logs/nvvm-o0/21be43b402f69ca3a49d84d50122483e2c975ad8.log	correct	5601					build/nvvm-discovery/slice180/logs/nvvm-o3/247a54b6ab057237ec08ab7eeac9327716663d11.log
language-feature/types/opaque/inout-param-opaque-type-in-struct.slang#discovery-1	language-feature/types/opaque/inout-param-opaque-type-in-struct.slang	aggregate-pointer,mixed-resources	Opaque resource nested in an inout aggregate.	true	correct	5782					build/nvvm-discovery/slice180/logs/nvrtc-o3/19db1964bb7d4b723dbc5e035af65d001ff60329.log	correct	5699					build/nvvm-discovery/slice180/logs/nvvm-o0/7570a31da80628df7ff6d5fa0a161230459a4fca.log	correct	5489					build/nvvm-discovery/slice180/logs/nvvm-o3/25afc8940b1b253b3aa7b44768819965b96e0147.log
language-feature/types/opaque/return-opaque-type-in-struct.slang#discovery-1	language-feature/types/opaque/return-opaque-type-in-struct.slang	aggregate-pointer,mixed-resources	Opaque resource returned inside an aggregate.	true	correct	5680					build/nvvm-discovery/slice180/logs/nvrtc-o3/f350dc5a774937c91d7649d6a2f0ebf168e7a0f3.log	correct	5532					build/nvvm-discovery/slice180/logs/nvvm-o0/11ad703c66d0f48943be50647e3811734f8f4504.log	correct	5476					build/nvvm-discovery/slice180/logs/nvvm-o3/bb896d9e169e2a70ae481f6fac384ed121472915.log
optimization/arrray-storage-lowering.slang#discovery-1	optimization/arrray-storage-lowering.slang	matrix-layout,aggregate-pointer,parameter-layout	Array storage lowering with layout-sensitive values.	true	correct	5946					build/nvvm-discovery/slice180/logs/nvrtc-o3/1708ecf8b2fabfeb5479cb6abcf3d63ecbcde952.log	correct	5668					build/nvvm-discovery/slice180/logs/nvvm-o0/4f1255decd5e6cab8088e4212a8475dee0d7ea46.log	correct	5762					build/nvvm-discovery/slice180/logs/nvvm-o3/c58feb975149093c99c09b725e85192bd8d902ec.log
optimization/func-resource-result/func-resource-result-complex.slang#discovery-1	optimization/func-resource-result/func-resource-result-complex.slang	mixed-resources,helper-generic	Complex resource result crossing helper boundaries.	true	correct	5886					build/nvvm-discovery/slice180/logs/nvrtc-o3/5c92aeb4be768bfc402099fb7690b47d80d9a0d0.log	correct	5681					build/nvvm-discovery/slice180/logs/nvvm-o0/db798a96e63e337a5fd3aac3b1723272dfb6dd89.log	correct	5518					build/nvvm-discovery/slice180/logs/nvvm-o3/f829c74095f1a6d870b3aacd03286da645e0c203.log
optimization/func-resource-result/func-resource-result-simple.slang#discovery-1	optimization/func-resource-result/func-resource-result-simple.slang	mixed-resources,helper-generic	Minimal control for resource-valued helper results.	true	correct	6124					build/nvvm-discovery/slice180/logs/nvrtc-o3/d48f5a30d8bbf210fec9712f3daf3c8de4fcd7b3.log	correct	5823					build/nvvm-discovery/slice180/logs/nvvm-o0/efffaae9a0c2186c43d003f43bd7ff967ca0a18b.log	correct	6000					build/nvvm-discovery/slice180/logs/nvvm-o3/4eff452f5e163cd7170fd3c7600d4706a1637b80.log
